ID;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
40dd7c78-823b-41cf-a37e-677047bac44b;1;1;4;9500;1;1;136.0;1;1;1;9;1;133.0;1;0;0;1;0;0;19;0;0;7;8;5;13.98;0;0;7;8;5;13.98;0;7.6;2.6;0.32;Enrolled
7922c1d8-84ab-4fea-9794-ce2523e5ff56;1;1;1;9085;1;1;133.1;1;37;38;7;5;106.0;1;0;0;1;0;1;21;0;0;6;13;6;16.153846153846153;0;0;6;10;6;15.75;0;15.5;2.8;-4.06;Graduate
1e8082c7-afe9-4b1d-b58a-bef3be23f22e;1;1;4;9500;1;1;136.0;1;19;38;4;8;125.5;1;0;0;1;0;1;21;0;0;7;7;6;14.033333333333331;0;0;7;7;6;14.033333333333331;0;7.6;2.6;0.32;Graduate
c12e3b65-ae0d-48a8-b49b-5249fc22aee6;1;17;1;9085;1;1;134.0;1;19;37;2;7;131.2;0;0;0;1;0;0;19;0;0;5;8;1;11.0;0;0;5;6;5;11.2;0;7.6;2.6;0.32;Enrolled
5960dab6-9215-43fc-872b-7dedcbd6e5e7;1;1;1;9853;1;1;122.0;1;38;37;191;195;112.9;1;0;0;1;0;1;19;0;0;7;8;7;13.857142857142858;0;0;7;8;6;13.666666666666666;0;8.9;1.4;3.51;Graduate
19527c89-da47-4fb1-8250-a936c920bb77;1;1;6;9500;1;1;138.0;1;19;19;9;5;124.8;1;0;0;1;0;0;18;0;0;8;8;7;13.414285714285716;0;0;8;8;7;13.414285714285716;0;12.7;3.7;-1.7;Dropout
1755ee10-992d-4ed9-b2b6-027a05b0a231;2;43;1;8014;0;1;160.0;1;37;39;9;4;140.9;0;0;0;1;0;0;50;0;7;11;11;11;13.545454545454543;0;3;7;7;7;13.571428571428571;0;16.2;0.3;-0.92;Graduate
0ab72d9a-c380-4d8d-98a0-20f0f716f8c0;4;39;1;9991;0;1;130.0;1;38;19;9;7;148.0;0;0;0;1;0;1;31;0;0;5;11;4;11.25;0;0;5;10;4;10.833333333333334;0;13.9;-0.3;0.79;Enrolled
8fbe9e7d-dca2-459b-b783-a3837bba95f8;1;17;1;9773;1;1;161.0;1;1;19;4;7;148.4;0;0;0;1;0;1;19;0;0;6;6;6;13.833333333333334;0;0;6;7;6;14.428571428571429;0;15.5;2.8;-4.06;Graduate
fdc3df22-2437-4537-aa27-f7d51bb5098f;4;39;1;9991;0;1;140.0;1;1;37;141;192;129.7;0;0;0;1;0;0;35;0;0;5;8;5;12.0;0;0;5;9;5;12.857142857142858;0;13.9;-0.3;0.79;Graduate
e991be92-d5f0-4947-b07d-1e973fab32fe;2;39;1;9085;1;19;133.1;1;38;38;4;7;128.2;0;0;0;1;0;0;31;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
f913b01c-5906-425c-b9ed-45cee91d46e1;2;51;1;8014;0;19;133.1;1;37;37;9;9;104.0;0;0;1;1;0;0;42;0;5;11;14;10;11.9;0;5;11;14;10;12.8;0;11.1;0.6;2.02;Enrolled
70c9b5a7-84df-4751-8839-d66d0dc0705f;1;18;4;9147;1;1;130.0;1;37;37;9;9;119.9;1;0;0;0;0;0;34;0;0;5;5;0;0.0;0;0;5;0;0;0.0;0;9.4;-0.8;-3.12;Dropout
2ad7589c-e248-4f70-a515-638ec4ef4008;1;1;1;9500;1;1;152.0;1;1;1;4;4;141.0;1;0;0;1;0;1;18;0;0;7;7;7;15.135714285714286;0;0;8;8;8;15.287499999999998;0;12.4;0.5;1.79;Graduate
ffee41e9-83df-44f0-a373-ff7c9e4b108b;1;17;1;9853;1;1;125.0;1;3;3;3;3;116.6;1;0;0;0;0;1;18;0;0;7;7;7;12.285714285714286;0;0;7;8;6;13.333333333333334;0;8.9;1.4;3.51;Enrolled
723ff801-1911-4e18-aed8-71edae522769;1;44;1;9085;1;39;140.0;1;37;38;5;6;140.0;1;0;0;1;0;0;21;0;2;6;16;5;12.666666666666666;0;1;6;15;2;13.5;0;16.2;0.3;-0.92;Enrolled
f214e627-d342-4a34-938f-464ce85088be;4;39;1;9500;1;19;133.1;1;38;19;5;7;140.0;0;0;0;1;0;1;26;0;0;7;13;5;12.74;0;0;8;12;6;10.978571428571428;0;16.2;0.3;-0.92;Dropout
a54c9dda-3a5a-4acc-8b5e-f41778520b73;1;43;1;9500;1;1;170.0;1;19;37;8;8;100.0;0;0;0;1;0;0;20;0;0;7;8;6;13.25;0;0;8;8;8;13.75;0;13.9;-0.3;0.79;Enrolled
fa60ccb7-5747-4271-97c9-8617246a8ee4;1;1;1;9238;1;1;135.0;1;38;38;5;7;121.0;0;0;0;1;0;0;19;0;0;6;13;3;10.333333333333334;0;0;6;12;3;10.333333333333334;0;7.6;2.6;0.32;Enrolled
015753b8-5c98-4454-bf27-a9623426f083;1;1;1;9853;1;1;125.0;1;19;19;5;5;117.0;0;0;0;1;0;1;19;0;0;6;7;6;13.428571428571429;0;0;6;6;6;13.166666666666666;0;15.5;2.8;-4.06;Graduate
98d74f9b-3820-4a21-a06f-d8d45cdf173b;1;53;1;9147;1;42;140.0;1;3;4;2;1;140.2;0;0;0;1;0;0;20;0;6;11;19;9;12.555555555555555;0;3;9;14;8;11.11111111111111;0;8.9;1.4;3.51;Graduate
9fb21fc9-847a-426e-afca-e0c5e889038d;1;1;1;9238;1;1;124.0;1;34;34;0;0;129.3;0;0;0;1;0;0;19;0;0;6;8;6;11.5;0;0;6;7;6;11.166666666666666;0;7.6;2.6;0.32;Graduate
082b457e-06da-475c-9751-4eaf1b8e83c1;1;1;1;9853;1;1;140.0;1;37;37;9;9;145.3;0;0;0;1;0;0;18;0;0;6;6;6;13.666666666666666;0;0;6;9;6;12.333333333333334;0;7.6;2.6;0.32;Graduate
bcfab536-4bd6-426b-bef6-e2a5fe2f52ba;1;39;1;9991;0;3;130.0;1;37;37;9;9;146.2;0;0;0;1;0;0;28;0;10;14;16;11;11.272727272727272;0;6;11;16;10;12.0;0;10.8;1.4;1.74;Graduate
bb7bedcb-78c3-4b51-926b-3a1c604807df;1;17;1;9853;1;1;134.0;1;1;19;4;5;122.5;1;0;0;1;0;0;22;0;0;6;10;5;13.166666666666666;0;0;6;8;5;12.4;0;15.5;2.8;-4.06;Enrolled
a0939858-de4b-461d-a816-fde4868b61a3;1;44;1;8014;0;39;160.0;1;37;37;7;7;156.1;0;0;0;1;0;1;21;0;3;6;6;6;14.666666666666666;0;2;6;6;6;14.166666666666666;0;13.9;-0.3;0.79;Graduate
2e2d61fc-98b4-4d64-9a7d-9b57ed9b31f6;1;44;1;9085;1;39;140.0;1;4;38;4;5;140.0;1;0;0;1;0;0;21;0;0;6;11;4;12.75;0;0;6;19;1;11.0;0;12.4;0.5;1.79;Enrolled
997eda9f-9094-4890-b697-0ad0cb120247;1;39;1;9500;1;1;150.0;1;1;19;5;3;140.0;0;1;0;1;0;0;26;0;0;7;11;5;11.2;0;0;8;13;5;12.14;0;16.2;0.3;-0.92;Enrolled
e90f949a-9c68-40a9-aa23-4fc7063e44b5;1;1;6;9773;1;1;141.0;1;30;37;7;7;128.4;1;0;1;0;0;0;18;0;0;6;8;5;13.0;0;0;6;8;5;11.4;0;7.6;2.6;0.32;Dropout
36ef3e74-992b-47a5-9ee5-f1942b5fa5af;1;17;2;9085;1;1;120.0;1;1;1;9;10;115.0;0;0;0;0;0;0;20;0;0;5;8;2;10.5;0;0;5;8;2;12.333333333333334;0;7.6;2.6;0.32;Dropout
5a1f8dda-6225-4b3a-a774-d700304dd4c8;1;17;2;9085;1;1;166.0;1;1;19;4;3;158.7;0;0;0;1;0;0;18;0;0;6;7;6;14.857142857142858;0;0;6;7;6;14.0;0;11.1;0.6;2.02;Graduate
656faf03-6fed-496f-bb65-93995d9db21f;1;1;4;9500;1;1;147.0;1;1;1;4;9;124.5;1;0;0;1;0;1;19;0;0;8;11;7;12.86;0;0;8;11;7;12.86;0;10.8;1.4;1.74;Graduate
9fd8a9ab-5407-4f7b-a4e6-fb92d2e8316c;1;51;1;9238;1;1;121.0;1;3;19;3;10;111.9;1;0;0;1;0;0;20;0;5;11;12;11;11.727272727272728;0;5;11;14;11;12.0;0;12.4;0.5;1.79;Graduate
4528071f-a82a-45e8-a3b1-9795b006a87d;1;44;1;9085;1;39;150.0;1;38;37;4;6;150.0;1;0;0;1;0;1;22;0;3;6;11;6;13.142857142857142;0;2;6;10;3;12.0;0;13.9;-0.3;0.79;Graduate
433ac63f-e652-4aa6-9161-7748b3ca81ba;1;17;1;9670;1;1;124.0;1;37;19;5;8;114.2;1;0;1;1;0;0;18;0;0;6;6;5;11.8;0;0;6;9;4;13.714285714285714;0;10.8;1.4;1.74;Dropout
86db2846-16a1-4fe0-818b-b082d1f00e1a;1;17;1;9147;1;1;96.0;1;38;37;6;4;96.0;1;0;0;1;0;0;19;0;0;5;10;3;10.666666666666666;0;0;5;9;0;0.0;3;16.2;0.3;-0.92;Dropout
3891ef80-d61e-4ee1-bbe0-154e79bd40b9;1;17;4;9070;1;1;125.0;1;1;3;3;3;128.9;0;0;0;1;0;1;18;0;0;6;9;5;11.6;0;0;6;8;4;11.2;0;8.9;1.4;3.51;Enrolled
c398a2e4-00ec-441a-876f-432312c5a026;1;17;1;9254;1;1;136.0;1;37;37;7;7;121.7;1;0;0;1;0;0;20;0;0;6;13;3;10.333333333333334;0;0;6;12;3;10.333333333333334;0;10.8;1.4;1.74;Enrolled
a30bc9e5-792c-4997-9fcb-f1a5d2e7bb5a;1;1;1;9773;1;1;120.0;1;38;37;9;9;114.8;1;1;0;1;0;0;19;0;0;6;11;4;12.25;0;0;6;11;3;11.0;0;7.6;2.6;0.32;Enrolled
a20908c4-d87b-466a-be06-273ef35ed7e7;1;1;1;9254;1;1;128.0;1;19;38;9;9;127.0;0;0;0;1;0;0;19;0;0;6;6;6;12.0;0;0;6;7;4;12.75;0;12.4;0.5;1.79;Enrolled
1f00afe7-0cba-4111-b6fb-7c735e167620;1;17;1;9500;1;1;142.0;1;37;37;5;5;131.3;1;0;0;1;0;0;19;0;0;8;8;7;14.731428571428571;0;0;8;8;7;14.731428571428571;0;10.8;1.4;1.74;Graduate
45fe9d48-5669-4041-a321-1f74ffef68c5;1;1;1;171;1;1;135.0;1;1;19;3;9;137.1;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
c18061e5-9a3f-4f39-af89-1dd9ceb64d63;1;7;1;9070;1;40;120.0;1;1;19;3;9;120.0;1;0;0;1;0;0;21;0;9;13;14;13;13.615384615384617;1;6;12;12;12;14.25;0;13.9;-0.3;0.79;Graduate
57139490-3794-47a6-a636-9faf85bd5aa3;1;39;1;9991;0;40;140.0;1;1;19;9;9;139.0;0;0;0;1;0;0;27;0;0;5;5;5;15.8;0;0;5;5;5;14.8;0;8.9;1.4;3.51;Graduate
d2115213-ad0c-49e6-8cf1-9f1a48ae3d0f;1;17;1;9238;1;1;135.0;1;1;19;4;4;129.1;0;0;0;1;0;0;19;0;0;6;6;6;14.666666666666666;0;0;6;7;6;14.571428571428571;0;15.5;2.8;-4.06;Graduate
c9df2017-7b51-4160-8b8c-52e68d5eaddf;4;39;1;9085;1;1;133.1;1;34;34;0;0;128.2;0;0;0;1;0;0;25;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
e2e3ece9-7727-41d0-a3c8-679479b3ce2c;1;1;2;9500;1;1;137.0;1;19;19;7;7;120.8;1;0;0;1;0;1;18;0;0;8;8;7;14.654285714285717;0;0;8;8;7;14.654285714285717;0;10.8;1.4;1.74;Graduate
12f3d77c-8ad3-46f3-b662-444a0ae2696e;1;39;1;9500;1;3;122.0;1;19;1;4;8;135.8;0;0;0;1;0;0;24;0;0;8;8;7;12.401428571428571;0;0;8;8;7;12.401428571428571;0;10.8;1.4;1.74;Graduate
bd1bb9a6-6e8e-4cd8-a30e-eb578a3ebfa8;1;1;3;9500;1;1;128.0;1;1;1;4;10;118.9;1;0;0;1;0;0;20;0;0;7;8;7;11.5875;0;0;8;9;7;14.071428571428571;0;13.9;-0.3;0.79;Graduate
12d95677-51e6-4f86-b876-b9ec41b6f9fe;1;7;1;9991;0;40;140.0;1;37;37;6;6;140.0;0;0;0;1;0;0;26;0;3;5;5;5;14.0;0;1;5;5;5;15.6;0;12.4;0.5;1.79;Graduate
a16eaa09-0536-4c86-adaa-0d73daf96164;1;1;1;9238;1;1;132.0;1;1;38;9;7;127.1;1;0;0;1;0;1;20;0;0;6;9;6;12.333333333333334;0;0;6;6;6;11.833333333333334;0;8.9;1.4;3.51;Graduate
c6c217bb-20c9-4b74-94ee-6d0ded367058;1;1;1;9085;1;1;131.0;1;37;37;90;90;137.0;0;0;0;1;0;0;18;0;0;5;5;5;14.0;0;0;5;6;5;15.4;0;7.6;2.6;0.32;Graduate
d05a808f-5769-48f6-83f6-a8707342464d;1;1;1;9085;1;1;126.0;1;1;1;9;9;127.4;1;0;0;1;0;0;19;0;0;6;13;6;15.23076923076923;0;0;6;10;6;12.375;0;15.5;2.8;-4.06;Graduate
82dea346-0536-433f-9fc2-4a5d8a526de5;1;1;1;9853;1;1;133.1;1;19;19;9;9;97.0;1;0;0;1;0;0;23;0;0;6;9;5;11.6;0;0;6;9;3;11.0;0;12.7;3.7;-1.7;Dropout
9005a4c9-b340-4c4a-8d8a-b98a720453b5;1;1;4;9500;1;1;136.0;1;37;37;9;9;126.3;1;0;0;1;0;1;18;0;0;7;7;6;11.6;0;0;7;7;6;11.6;0;7.6;2.6;0.32;Graduate
d26b0e27-1bfb-4560-a8e7-d505e6f78f6f;1;1;4;9500;1;1;140.0;1;1;19;4;5;127.5;0;0;0;1;0;0;18;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;12.7;3.7;-1.7;Dropout
a2683d1d-c427-49c3-b251-8c583807d578;1;1;1;9500;1;1;135.0;1;2;1;2;8;126.6;0;0;0;1;0;1;19;0;0;7;7;7;12.901428571428571;0;0;8;9;8;13.094444444444443;0;11.1;0.6;2.02;Graduate
c094a0d4-b68f-4362-97d2-e1c7542fdfed;1;42;1;9991;0;1;160.0;1;1;2;4;3;120.0;0;0;0;1;0;0;30;0;4;7;9;7;14.142857142857142;0;1;5;5;5;14.8;0;7.6;2.6;0.32;Graduate
873ef5c0-4e1c-4793-9c1f-6e9ea26a0671;1;44;1;9085;1;39;140.0;1;1;2;4;6;140.0;1;0;0;1;0;0;29;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
85bd6155-8f0a-4d5e-80f6-e4f294eb2dd5;1;1;6;9500;1;1;140.0;1;3;1;3;3;131.5;1;0;0;1;0;0;19;0;0;8;8;8;13.25375;0;0;8;8;8;13.25375;0;9.4;-0.8;-3.12;Graduate
88bad1d8-6bcf-43e0-b35e-bdc9a25b5931;1;17;6;9556;1;1;115.0;1;19;2;5;3;112.2;1;0;0;1;0;0;20;0;0;7;7;7;13.785714285714286;0;0;8;8;8;14.1;0;12.4;0.5;1.79;Graduate
faa982cb-06b9-4412-8087-b14073b4bf9e;1;1;1;9500;1;1;144.0;1;37;37;9;3;150.5;0;0;0;1;0;0;20;0;0;7;7;6;13.916666666666666;0;0;7;7;6;13.916666666666666;0;7.6;2.6;0.32;Graduate
c49a95d2-b9a4-4d20-9a7e-e6ee6cbe9e99;1;1;4;9670;1;1;128.0;1;38;38;3;7;121.0;1;0;0;1;0;0;19;0;0;6;8;6;13.5;0;0;6;9;6;13.571428571428571;0;11.1;0.6;2.02;Graduate
8460969c-13c6-4ddf-8bbd-ede085f6b9ea;1;17;1;9147;1;1;116.0;1;38;2;9;2;112.2;1;0;0;1;0;0;20;0;0;5;8;3;11.333333333333334;0;0;5;12;2;10.666666666666666;0;10.8;1.4;1.74;Enrolled
860699a9-208e-4f2b-a5b1-47b6b1afb765;3;1;2;9085;1;1;135.0;1;19;1;4;4;129.4;1;0;0;1;0;0;21;0;0;5;8;0;0.0;4;0;5;12;0;0.0;4;10.8;1.4;1.74;Dropout
2b70b504-d041-4207-a532-94838ac0cdc4;1;17;1;9670;1;1;121.0;1;19;38;4;10;114.4;0;0;0;1;0;0;19;0;0;6;10;5;11.5;0;0;6;9;4;14.6;0;11.1;0.6;2.02;Graduate
5e143362-f043-452a-abf0-d34af06de1ac;1;1;3;9500;1;1;134.0;1;37;38;9;9;120.3;1;0;0;1;0;1;18;0;0;8;8;7;12.082857142857142;0;0;8;8;7;12.082857142857142;0;10.8;1.4;1.74;Graduate
ae5db7a4-f691-48e8-afe8-4171b557cde0;1;39;1;8014;0;1;120.0;1;37;37;7;8;120.0;0;0;0;1;0;1;27;0;0;6;8;6;11.833333333333334;0;0;6;10;5;12.8;0;15.5;2.8;-4.06;Graduate
33b662dc-ea62-46e5-9f8b-7a55df3d6f2a;1;17;2;9147;1;1;125.0;1;38;38;6;8;114.5;1;0;0;1;0;1;19;0;0;5;6;5;13.4;0;0;5;5;5;12.4;0;12.4;0.5;1.79;Graduate
45b006f0-4531-4582-9739-8d74dad4a54a;1;1;1;9500;1;1;141.0;1;1;1;90;3;127.8;0;0;0;1;0;1;19;0;0;7;7;0;0.0;2;0;7;7;0;0.0;2;7.6;2.6;0.32;Dropout
86946ad3-ebac-4f62-b0c8-e6071fb23ee4;1;1;1;9773;1;1;140.0;1;1;19;4;8;124.6;1;0;0;1;0;0;19;0;0;6;7;5;14.2;0;0;6;7;6;14.571428571428571;0;15.5;2.8;-4.06;Graduate
74f16523-6cad-44a7-b7c5-f5d75baf743d;1;1;6;9500;1;1;144.0;1;19;19;5;5;130.3;1;0;0;1;0;1;18;0;0;8;8;7;13.814285714285717;0;0;8;8;7;13.814285714285717;0;12.7;3.7;-1.7;Graduate
7f7602e2-6240-4ab8-9189-2f2795d63934;1;17;1;9254;1;1;122.0;1;19;19;5;5;118.2;0;0;0;1;0;1;20;0;0;6;10;4;11.25;0;0;6;6;6;10.5;0;12.4;0.5;1.79;Enrolled
c6701dbe-f5cc-4d7c-9452-a8ed9ec5f76b;1;1;1;9670;1;1;130.0;1;19;37;4;5;118.8;0;0;0;1;0;1;18;0;0;6;6;6;14.5;0;0;6;8;6;13.666666666666666;0;12.7;3.7;-1.7;Graduate
668257a9-190e-4d50-980f-ed8428f3a14c;1;1;5;9670;1;1;133.1;1;9;1;2;4;133.0;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;7.6;2.6;0.32;Dropout
21a3a922-e2c1-44cd-b7a2-31dc9d52a32f;2;39;1;9500;1;19;133.1;1;37;37;9;9;129.0;1;0;0;1;0;0;36;0;0;7;7;6;11.3;0;0;7;7;6;11.3;0;7.6;2.6;0.32;Graduate
73936037-f593-41b0-883b-56d0795b6386;1;43;1;9556;1;1;147.0;1;3;4;3;2;100.0;0;0;0;1;0;0;18;0;0;2;2;0;0.0;0;0;4;4;1;16.0;0;10.8;1.4;1.74;Enrolled
f3168694-6ba5-4978-9099-befbcf6e727e;1;43;1;9130;1;1;127.0;1;19;38;4;5;120.7;1;0;1;1;0;0;18;0;0;5;11;1;12.0;0;0;5;9;3;12.0;0;12.7;3.7;-1.7;Enrolled
dad640a4-ca69-4700-b162-53a44790698e;1;17;6;9500;1;1;136.0;1;19;38;9;3;132.5;1;0;0;1;0;0;19;0;0;8;9;7;12.3;0;0;8;9;7;12.3;0;12.7;3.7;-1.7;Graduate
ab65ea08-90dd-4368-b55c-1b852571e881;1;1;5;9500;1;1;127.0;1;19;19;7;8;120.3;1;0;0;1;0;1;18;0;0;8;8;7;12.694285714285714;0;0;8;8;7;12.694285714285714;0;10.8;1.4;1.74;Graduate
afbdcfce-1554-49e3-a6da-9a3374266d29;1;17;1;9670;1;1;123.0;1;19;19;1;1;114.6;0;0;0;1;0;0;18;0;0;5;5;4;11.0;0;0;5;5;4;11.0;0;9.4;-0.8;-3.12;Graduate
ca6244fe-660b-4d94-bcb0-4ebac31c6c1f;1;1;1;9238;1;1;128.0;1;37;19;9;3;116.5;1;0;0;1;0;1;19;0;0;6;6;6;13.0;0;0;6;6;6;14.166666666666666;0;12.4;0.5;1.79;Graduate
55717146-116b-4532-bb43-4bcf0bd834ca;1;1;1;9500;1;1;128.0;1;3;1;2;1;127.8;0;0;0;1;0;1;19;0;0;7;8;7;14.4125;0;0;8;8;8;16.05;0;13.9;-0.3;0.79;Graduate
f322a6db-354a-4415-a642-b3ce1915838d;1;1;2;9500;1;1;140.0;1;1;19;7;7;129.9;1;0;0;1;0;0;18;0;0;7;8;7;12.92875;0;0;8;8;8;14.0625;0;15.5;2.8;-4.06;Dropout
e0c94f0e-ccd4-4e32-8bfa-44e555a7b460;1;1;2;9773;1;1;121.0;1;1;19;9;7;118.9;1;0;0;1;0;0;20;0;0;6;6;6;13.333333333333334;0;0;6;10;5;12.8;0;11.1;0.6;2.02;Graduate
8ff6300a-a7f8-4a77-b990-44e5ccbc41b0;1;1;3;9254;1;1;122.0;1;19;38;3;10;114.3;1;0;0;1;0;1;20;0;0;6;8;5;12.8;0;0;6;9;5;12.8;0;12.4;0.5;1.79;Enrolled
b47d1010-d22e-40d2-b566-cc6e0fb1ee75;1;18;1;9500;1;1;126.0;1;38;37;5;5;114.8;1;0;0;1;0;0;20;0;0;8;8;7;14.402857142857142;0;0;8;8;7;14.402857142857142;0;10.8;1.4;1.74;Graduate
abd4e93c-f594-47d5-a0d5-44802d7ddec6;1;1;4;9500;1;1;135.0;1;37;37;9;8;123.0;1;0;0;1;0;1;18;0;0;8;8;7;13.381428571428572;0;0;8;8;7;13.381428571428572;0;10.8;1.4;1.74;Graduate
8a05b363-3a99-46d0-a37f-cae8e1c2462c;1;1;2;9500;1;1;131.0;1;19;19;7;5;122.1;1;0;0;1;0;0;18;0;0;7;8;7;14.13125;0;0;8;8;8;13.98375;0;15.5;2.8;-4.06;Graduate
6cf09ebe-85ae-4c9b-bbba-26e564d39dae;1;17;4;9085;1;1;140.0;1;19;37;4;7;123.7;0;0;0;1;0;0;19;0;0;5;11;5;11.714285714285714;2;0;5;6;5;12.6;0;9.4;-0.8;-3.12;Graduate
1b376507-5df5-4bd6-bd39-82d8834b6250;1;1;3;9147;1;1;131.0;1;19;38;9;7;132.4;1;0;0;1;0;0;19;0;0;5;5;5;11.8;0;0;5;8;4;11.25;0;9.4;-0.8;-3.12;Enrolled
f07fa53c-42a2-4bd7-8463-7b806aaae481;2;39;1;8014;0;1;130.0;1;34;34;99;99;114.8;0;0;0;1;0;0;44;0;0;6;9;6;11.166666666666666;0;1;6;15;2;11.0;1;7.6;2.6;0.32;Graduate
13b1f23a-01ce-4288-8a9a-653bd104c96b;1;7;1;9003;1;3;130.0;1;38;37;5;6;130.0;0;0;0;1;0;0;32;0;0;6;7;0;0.0;0;0;6;6;0;0.0;0;12.4;0.5;1.79;Dropout
4bdf3bf7-5312-408e-b150-2840c8eb40a9;1;43;1;9853;1;1;140.0;1;37;19;9;8;122.3;0;0;0;1;0;0;22;0;0;6;9;5;13.6;0;0;6;8;5;12.0;0;12.7;3.7;-1.7;Dropout
026d50a8-b5f8-44cc-a545-39989d93c361;2;39;1;9003;1;1;130.0;1;1;19;4;9;152.4;1;0;0;1;0;0;36;0;4;12;14;12;13.846153846153848;0;5;12;18;11;14.090909090909092;0;8.9;1.4;3.51;Graduate
a8739894-0a3a-4c1f-a9ae-a04a5de92b03;1;17;1;9773;1;1;125.0;1;37;37;5;7;120.1;0;0;0;1;0;1;18;0;0;6;7;6;12.5;0;0;6;8;6;13.333333333333334;0;16.2;0.3;-0.92;Graduate
65882bfb-8812-4a6b-be9c-58339c86b8e0;1;1;1;9130;1;1;160.0;1;3;3;3;2;155.1;1;0;0;1;0;0;20;0;0;5;5;5;16.4;0;0;5;5;5;14.6;0;12.7;3.7;-1.7;Graduate
8f732b44-b43c-4752-a7f5-129a5aca3551;1;51;1;9070;1;1;130.0;1;19;19;5;7;124.5;0;0;0;1;0;1;20;0;5;11;11;11;13.818181818181818;0;5;11;11;11;13.454545454545457;0;11.1;0.6;2.02;Graduate
ea380a18-39b7-41f5-97bc-fe7baa4a4319;1;17;1;9238;1;1;144.0;1;3;1;2;3;126.9;0;0;0;1;0;0;19;0;0;6;8;5;10.6;0;0;6;11;4;10.5;0;15.5;2.8;-4.06;Graduate
fad715f8-e543-4ba8-8c8f-543427a1d807;1;39;1;9147;1;19;133.1;1;3;1;3;5;153.2;1;0;1;1;0;0;24;0;0;5;8;5;10.2;0;0;5;6;5;12.2;0;12.4;0.5;1.79;Graduate
c2f30a66-7ba5-4eaf-9cad-168042a4dcdb;1;17;1;9238;1;1;148.0;1;1;1;4;9;129.8;0;0;0;1;0;0;20;0;0;6;11;5;10.6;0;0;6;11;4;10.4;0;15.5;2.8;-4.06;Enrolled
2a41807f-0ca9-4ab8-84e8-c15e2bb5825a;1;43;1;8014;0;1;133.1;1;3;3;2;3;135.0;0;0;0;1;0;0;27;0;7;10;10;9;11.444444444444445;0;4;11;11;5;10.8;0;10.8;1.4;1.74;Dropout
d29831ab-3f12-4b27-9855-7508df21b2a2;1;1;1;9853;1;1;133.0;1;1;38;5;10;131.3;1;0;0;1;0;0;20;0;0;6;9;5;14.333333333333334;0;4;8;8;8;12.625;0;15.5;2.8;-4.06;Enrolled
5c2af213-a789-415e-bcb9-0d3e8a9b5a72;1;43;6;9238;1;1;129.0;1;34;34;0;0;125.2;0;0;0;1;0;1;23;0;15;16;18;16;13.0;0;11;13;15;13;13.266666666666667;0;9.4;-0.8;-3.12;Graduate
f27fcadb-282d-43f4-a9af-2fc1c960f922;1;1;5;9500;1;1;144.0;1;19;38;4;8;141.3;1;0;0;1;0;1;18;0;0;8;9;8;13.31;1;0;8;9;8;13.31;1;9.4;-0.8;-3.12;Graduate
7df22cab-faf5-41a6-8615-45f8ce575e0d;1;17;1;9238;1;1;120.0;1;37;37;4;9;117.1;1;0;0;1;0;1;18;0;0;6;10;5;10.571428571428571;1;0;6;9;5;12.2;0;12.7;3.7;-1.7;Graduate
ff9ae009-2cdf-436c-ac98-448e5b789cb4;1;17;3;9500;1;1;144.0;1;1;37;9;9;126.5;1;0;0;1;0;1;20;0;0;8;8;7;13.487142857142857;0;0;8;8;7;13.487142857142857;0;10.8;1.4;1.74;Graduate
80142f7d-05cf-4d30-8013-b0f3052af433;1;1;1;9254;1;1;132.0;1;19;38;9;7;120.1;0;0;0;1;0;1;20;0;0;6;6;6;12.333333333333334;0;0;6;7;6;11.833333333333334;0;13.9;-0.3;0.79;Graduate
672e9147-bdb3-4d86-924b-5693216d1803;1;1;1;9670;1;1;142.0;1;38;19;7;10;128.4;0;0;0;1;0;0;23;0;0;6;11;6;11.875;0;0;6;9;5;12.833333333333334;0;11.1;0.6;2.02;Dropout
59702b19-ea24-4379-9422-94bbbc967fb4;1;1;2;9500;1;1;136.0;1;19;19;9;9;140.0;1;0;0;1;0;0;20;0;0;7;7;6;13.966666666666669;0;0;7;7;6;13.966666666666669;0;7.6;2.6;0.32;Graduate
